LINGUA;Inicial;Palavra;SIGNIFICADO;Número de registros
Português (Palavras com origem nativa);J;Juá;"Do Tupi-Guarani ju-á = a fruta de espinho.
Fruto do juazeiro, também chamado de joá. São do tamanho de uma cereja e comestíveis. São também utilizados na alimentação do gado, em ocasiões de seca. Sua casca é rica em uma substância chamada saponina e é utilizada na fabricação de sabão.";1
Português (Palavras com origem nativa);J;Juruna;"Juruna - é o nome de uma família lingüística do tronco Tupi, composta pelas línguas indígenas: juruna- xipaia. Também Os juruna, que se autodenominam Yudjá, habitam a região do Xingu.

Mario Juruna foi o primeiro indígena a se tornar deputado no Brasil.";1
Português (Palavras com origem nativa);J;Jabaquara;"Jabaquara: -  rio do senhor do vôo (iabaquara, abequar). É também é um distrito da cidade de São Paulo. Conta atualmente com mais de 220 000 habitantes. O nome do distrito vem do tupi e significa ""toca da fuga"", de îababa, ""fuga"" e kûara, ""toca"". Provavelmente, uma alusão a antigos quilombos que deveriam existir na região.";1
Português (Palavras com origem nativa);J;Juriti;"""juriti"" vêm do termo tupi yuru'ti";1
Português (Palavras com origem nativa);J;Jericoacoara;"Do tupi îurukûá = tartaruga marinha + kûara = toca.
Praia no estado do Ceará.
A região é habitada por índios Tremembé.

Raimunda,
filha do cacique João Venâncio

Nos anos 70 e 80 Jericoacoara era uma praia de hippies.
Alguns ficaram morando em Jeri, apelido da época.
A convivência gerou um estilo decorativo que se mantém até hoje

Um dos atrativos de Jericoacoara é o pôr-do-sol do alto das dunas
<a href=""http://pt.wikipedia.org/wiki/Praia_de_Jericoacoara"">Praia de Jericoacoara</a>";1
Português (Palavras com origem nativa);J;Jaci;"Do tupi îasy = lua.
Protetora dos amantes e da reprodução
<a href=""http://pt.wikipedia.org/wiki/Jaci"">jaci</a>

Tem como companheiros
Ci, a Terra, e Guaraci, o sol.

Um mito tupinambá diz que a lua está ameaçada de ser comida pela onça, o planeta Marte, vermelho de sangue.
""Mas nós, que somos fortes, não tememos.
Por isso continuamos matando e comendo inimigos.
Enquanto a onça não comer a lua.""

Meu destino é ser onça - Alberto Mussa
<a href=""http://www.record.com.br/arquivos_clipping/84m6-Onça.pdf>Meu destino é ser onça</a>

Jaci é usado como nome próprio, para homens e mulheres";1
Português (Palavras com origem nativa);J;Jaci;"JACI: Significa “Lua”.
Tem origem na palavra do tupi yacy, que quer dizer literalmente “Lua”.

Está relacionado com o significado de Jacira, que une os elementos yacy “Lua” e ira “mel”, e significa “mel da lua”.

É um nome utilizado comumente para ambos os sexos, e entre os indígenas brasileiros, é utilizado para designar um mês lunar e um adorno em forma de meia-lua.";1
Português (Palavras com origem nativa);J;Jaciara;"JACIARA = ""Nascer da Lua""";1
Português (Palavras com origem nativa);J;Janaína;"JANAÍNA: Significa ""protetora do lar"", ""deusa do mar"", ""rainha do mar"", ""mãe dos peixes"" ""sereia dos rios"" ou ""variante de Iemanjá"".
Janaina é considerado um dos nomes de Iemanjá, segundo as tradições dos cultos afro-brasileiros.
É um orixá que simboliza a divindade do mar. ""Deusa do mar"", ""rainha do mar"" ou até ""mãe dos peixes"" são alguns dos significados atribuídos ao nome.
Iemanjá se originou a partir do idioma ioruba Yemoja​, uma contração da expressão Yeye mo oja, que possui o significado relativo à ""mãe dos peixes"".
No entanto, existem outras diferentes teorias sobre o significado do nome Janaina. Alguns pesquisadores acreditam que teria se originado a partir do sincretismo de crenças e lendas africanas e indígenas.
Algumas lendas contam que Janaina era uma bela cabocla que teria nascido na tribo dos Goitacás, na região sul do atual estado do Espiríto Santo.
Além do título de ""deusa do mar"" e ""rainha dos paixes"", Janaina também seria a protetora das donas de casa, sendo chamada de ""rainha do lar"".
Outra hipótese sugere que Janaina seria uma adaptação do nome português ""jana"" que, em Portugal e algumas regiões da Espanha, são conhecidas por seres mágicos, conhecidas como fadas dos rios ou sereias.
No Brasil, Janaina é um nome feminino muito comum, porém é mais utilizado a versão acentuada - Janaína.
Pessoas batizadas com este nome podem receber apelidos carinhosos de amigos e familiares, como Jana.";1
Português (Palavras com origem nativa);J;Jandir;"Variante de Jandira.
Jandira: Significa “abelha de mel”, “melíflua”, “que corre como o mel”.";1
Português (Palavras com origem nativa);J;Juraci;"JURACI: Significa “boca materna”.
Tem origem no nome do tupi Juracy, formado pela união das palavras jura, que quer dizer “boca” e cy, que significa “mãe”.

Há autores que o traduzem como “mãe dos conchais”, atribuindo a jura o significado de “concha”, por ter sido popularizado nas comunidades tupis-guaranis como uma expressão para designar o órgão sexual feminino, por isso, acontece a confusão.

É um nome comumente utilizado para designar ambos os sexos.";1
Português (Palavras com origem nativa);J;Jurema;"JUREMA: Significa “árvore de espinhos de odor desagradável”.
O nome Jurema tem origem no tupi yu-r-ema, composto pela união dos elementos yu, ju, que quer dizer “espinho” e rema, que significa “odor”.

Jurema também é nome de uma planta da família das leguminosas muito espinhosa, muito comum no Nordeste brasileiro, cujas folhas podem dar origem a um chá de características narcótica e alucinógena.";1
Português (Palavras com origem nativa);J;Jundiaí;"Do Tupi-Guarani jundiá-I que significa ""jundiá pequeno"" (jundiá é um tipo de peixe)";1
Português (Palavras com origem nativa);J;Juçara;"De origem tupi, o nome Jussara designa uma palmeira cujos espinhos serviam aos índios como agulhas para tecer. A coceira provocada pelo pó dessa palmeira é que gerou seu nome: ii’sara = coceira, comichão. (Fonte: Todos os nomes do mundo, de Nelson Oliver).
Leia mais:
<a href=""http://minasdemim.blogspot.com/2014/05/significado-do-nome-jussara-e-duas.html#ixzz3mhDDBWKd>Jussara</a>

Também nome de cidades nos estados da Bahia, Goiás e do Paraná.
Palavra também utilizada como nome próprio feminino.";1
Português (Palavras com origem nativa);J;Javaé;"Tribo indígena que habita o interior da ilha do Bananal, no estado de Tocantins, aparentada com os carajás, da mesma região.

O ISA (Instituto Sócio Ambiental) possui uma ótima página chamada Povos Indígenas no Brasil onde pode-se encontrar informações detalhadas sobre os Javaé:
<a href=""http://pib.socioambiental.org/pt/povo/javae"">Javaé</a>";1
Português (Palavras com origem nativa);K;Kauane;"Kauane é a variante feminina do nome masculino Kauã ou Cauã, de origem indígena, especificamente do Tupi-Guarani ""gavião"". Este nome era atribuído pelos indígenas para todos os pássaros de rapina da família do falcão.
Alguns estudiosos também associam a origem do nome Kauane com a raiz finlandesa kauan, que quer dizer em português ""longo"" ou ""comprido"".
No entanto, nomes finlandeses não são muito comuns no Brasil. Apesar da correspondência perfeita com o vocábulo ""longo"", o mais provável é que os pais escolham esse nome pela sua sonoridade, tendo em mente a origem Tupi, apesar da grafia com ""k"".
Ainda existe uma terceira hipótese sobre a origem do nome Kauane. De acordo com alguns pesquisadores, o nome teria surgido a partir do havaiano Kauana, que significa ""guardiã dos segredos"".";1
Português (Palavras com origem nativa);L;Lambari;ele, ela;1
Português (Palavras com origem nativa);M;Mirim;"Do Tupi-Guarani mirim = pequeno.
Mirim é um têrmo popular e genérico usado para definir algumas espécies de abelhas de gênero ¨Plebéia¨.";1
Português (Palavras com origem nativa);M;Macaúba;Macaúba (ma'ká ï'ba) - árvore da macaba (fruta do sertão);1
Português (Palavras com origem nativa);M;Mangabeira;Mangabeira -  Árvore nativa do Brasil, produz um fruto chamado ¨mangaba¨.;1
Português (Palavras com origem nativa);M;Macuco;"Do Tupi-Guarani maa (mbaé) = coisa; cucu = comer muito.
Ave brasileira, tinamídea, muito apreciada por sua carne saborosa. Tem o tamanho de uma galinha e vive solitária.";1
Português (Palavras com origem nativa);M;Maguari;"Do Tupi-Guarani mbaguari = vagoroso.
Nome popular de uma ave da Ordem Ciconiformes, família dos Ciconídeos. É chamada de ¨cegonha brasileira¨; ocorre na América do Sul, sendo comum no Rio Grande do Sul e pouco encontrada na região amazônica e no nordeste.";1
Português (Palavras com origem nativa);M;Maritaca;"Do tupi mba'é taka = coisa ruidosa, bulhenta.
<a href=""http://pt.wikipedia.org/wiki/Ocotea_porosa""></a>
Falar como maritaca
é falar demais, incomodar

Ave do cerrado, menor que os papagaios.
As maritacas vivem, em média, 30 anos

Gostam mais das sementes que da polpa das frutas.
São atraídas por árvores como mangueiras, jabuticabeira, goiabeiras, laranjeiras e mamoeiros. Os cocos de muitas palmeiras constituem sua alimentação predileta. Procuram também as frutas da embaúba.
Comem brotos, flores e folhas

Estão sempre em dupla

<a href=""http://www.maenatureza.net/natureza/96-maritacas.html"">Maritacas</a>";1
Português (Palavras com origem nativa);M;mutum;"Do Tupi-Guarani mi-pele, plumagem; t-u = negro.
O têrmo ¨mutum ¨ é a designação comum de aves galiformes, da família dos Cracídeos, de hábitos florestais, sendo que várias espécies destas aves estão ameaçadas de extinção. Possue uma plumagem, geralmente, negra, com topete de penas e bico com cores vistosas.";1
Português (Palavras com origem nativa);M;Mico;Designação comum dada á várias espécies de animais primatas, o mesmo que sagui ou macaco.;1
Português (Palavras com origem nativa);M;Muriqui;"MURIQUI vem do tupi muri'ki e significa gente que bamboleia, que vai e vem.
O macaco Muriqui ou Mono Carvoeiro é o maior primata das Américas.
O macho adulto pode atingir até 15 Kg. 
Seu habitat natural é a Mata Atlântica, do sul da Bahia ao Norte do Paraná, entre 600 e 1800 m de altitude

A espécie é conhecida como o povo manso da floresta, graças a seus hábitos solidários e de permanência em grupo
 
É um animal dócil, de pelagem bege espessa e macia, com pelos mais claros ao redor da face

<a href=""http://www.programamuriqui.org.br/""</a>
<a href=""http://pt.wikipedia.org/wiki/Muriqui-do-sul""></a>

Muriqui em Teresópolis - RJ (foto: Ecoatlântica)
<a href=""http://www.ecoatlantica.org.br""></a>";1
Português (Palavras com origem nativa);M;Micuim;"Do Tupi-Guarani mbiqui = piolho.
Acaros trombidídeos; sua larva ataca o homem e animais produzindo comichão.";1
Português (Palavras com origem nativa);M;Moriçoca;"A origem do nome, segundo Houaiss: ""tupi *mberu'soka 'pernilongo', formado do tupi mbe'ru 'mosca' e tupi 'soka 'que quebra, que parte, que fura'.

Moriçoca ou Muriçoca é uma espécie de pernilongo, porém menor, mais encorpado, penas mais curtas, voo mais lento e não tão esperto para fugas rápidas quanto o pernilongo. Não é o mesmo que mosquito.";1
Português (Palavras com origem nativa);M;Muquirana;"MUQUIRANA
PIOLHO

Moki′rana
piolho falso
http://origemdapalavra.com.br/palavras/muquirana/

Pediculus humanus
http://www.brasilescola.com/saude/piolho.htm

Pessoa chata, desagradável,
que causa incômodo

Recentemente, o termo muquirana ganhou significado mais específico. Serve para designar uma pessoa desagradável por ser avarenta, pão-dura, mão-de-vaca (que não abre a mão nunca)";1
Português (Palavras com origem nativa);M;Manjuba;"Do Tupi-Guarani mã-juba = coisa amarela.
Nome comum de vários peixes da família dos engraulídeos, também chamados anchovas.";1
Português (Palavras com origem nativa);M;Mussum;"MUSSUM - O apelido do humorista vem do nome em tupi de um peixe,  mu'sim.
O muçum, ou muçu, é um peixe sem escamas que vive em lagos e açudes da América do Sul. O muçum também não possui nadadeiras laterais e secreta grande quantidade de muco, o que o torna liso e difícil de ser pego.
http://pt.wikipedia.org/wiki/Mu%C3%A7um

O sambista e humorista Mussum fez parte dos grupos Os Originais do Samba e Os Trapalhões. Um dos maiores fenômenos de popularidade e audiência no Brasil em toda a história, Os Trapalhões entraram para o Livro Guinness de Recordes Mundiais como o programa humorístico de maior duração da televisão, com trinta anos de exibição.
http://pt.wikipedia.org/wiki/Os_Trapalh%C3%B5es
Consta que foi Grande Otelo quem lhe deu o apelido de Mussum, já que conseguia facilmente sair de situações estranhas.
Uma de suas paixões era a escola de samba Estação Primeira de Mangueira. Todos os anos sua figura pontificava durante os desfiles da escola, no meio da Ala das Baianas, da qual era diretor de harmonia. Dessa paixão veio o apelido ""Mumu da Mangueira"". Também era rubro-negro fanático.
Foi lembrado em uma série de camisetas com a imagem estilizada de Mussum e a inscrição ""Mussum Forevis"".
http://pt.wikipedia.org/wiki/Mussum

Entre os sucessos de Mussum com Os Originais do Samba estão Tragédia no Fundo do Mar (Assassinaram o Camarão) e Nego Véio Quando Morre (Quando eu morrer quero ir de saia e de camisa), além de Cadê Teresa, de Jorge Ben.
http://pt.wikipedia.org/wiki/Os_Originais_do_Samba";1
Português (Palavras com origem nativa);M;Maceió;"O seu nome em tupi significa ¨o que tapa o alagadiço¨.
Maceió - é o nome da capital do estado de Alagoas, localizada no nordeste do país, com uma população de cerca de 1 milhão de pessoas. Forma, juntamente com 10 municípios, a Região Metropolitana de Maceió. Esta edificada entre o oceano Atlântico e a lagoa do Mundaú. Foi fundada em 1815.";1
Português (Palavras com origem nativa);M;Manaus;"Manaus significa ¨mãe dos deuses¨, na língua dos índios Manaós.
Capital do estado do Amazonas e o principal centro financeiro da região norte do Brasil. Situa-se na confluência dos rios Negro e Solimões. É a cidade mais populosa da Amazônia, com cerca de 1,7 milhões de habitantes (8ª do Brasil). Fundada em 1669, juntamente com o forte de São José do Rio Negro.";1
Português (Palavras com origem nativa);M;Maraã;Maraã em tupi-guarani significa: doente, adoecer.;1
Português (Palavras com origem nativa);M;Marabá;"Do Tupi-Guarani marã = guerra; abá = gente. Mestiço, filho de francês com índia brasileira.
É também um município brasileiro situado no interior do estado do Pará.";1
Português (Palavras com origem nativa);M;Maracá;mbaraká - chocalho usado em solenidades;1
Português (Palavras com origem nativa);M;Mojiguaçu (Mogi-guaçu);O nome vem do tupi M'Boiji-Guaçu(ou M'Boîj), grande rio que serpenteia (referindo-se ao Rio Mojiguaçu).;1
Português (Palavras com origem nativa);M;Mojimirim (Mogi-mirim);"Mojimirim (Mogi-mirim): Nos termos da nova Reforma Ortográfica, a grafia correta do município é Mojimirim (com ""j"" e sem hífen), pois prescreve-se o uso da letra ""J"" para palavras de origem tupi-guarani. O nome vem do tupi M'Boiji Mirim (ou M'Boîj), ""pequeno rio que serpenteia"" (referindo-se ao Rio Moji-Mirim). Ao longo dos anos, a grafia M'Boijy foi alterada para Boigy, depois para Mogy, Mogi e finalmente para Moji. Nome de uma cidade no interior de São Paulo.";1
Português (Palavras com origem nativa);M;Mingau;"Do Tupi-Guarani mi-caú = feito de papas.
Papa de farinha de trigo ou de mandioca.";1
Português (Palavras com origem nativa);M;Moqueca;"Moqueca: do tupi,  pokeka, ""assado de peixes""; 
ou 
do tupi ""moquém"", grelha de madeira sobre o fogo onde os índios assavam o peixe, 
segundo Câmara Cascudo";1
Português (Palavras com origem nativa);M;Mangaba;Mangaba - é o fruto da mangabeira é usado na fabricação de doces, sorvetes, sucos e um tipo de vinho. O maior produtor do Brasil é o estado de Sergipe.;1
Português (Palavras com origem nativa);M;Maracujá;"Do tupi mara kuya, ""fruto que se serve"" ou ""alimento na cuia"".
Conhecido popularmente como fruto da tranquilidade.";1
Português (Palavras com origem nativa);M;Macaxeira;"Nome dado nas regiões Nordeste e Norte do Brasil, ao aipim; mandioca-doce.
É uma planta cujas raízes são comidas cozidas ou assadas.";1
Português (Palavras com origem nativa);M;Mairá;"Uma das espécies de mandioca, típica da região Norte; mandiocaçu; mandioca grande (mandioca, açu).";1
Português (Palavras com origem nativa);M;Mandioca;Raiz que é principal alimento dos índios brasileiros.;1
Português (Palavras com origem nativa);M;Maniva;"Maniva: tolete ou folha da planta da mandioca; usa-se na alimentação da região Norte, especialmente no Pará.";1
Português (Palavras com origem nativa);M;Moranga;"Do Tupi-Guarani morranga (poranga) = bela.
Legume produzido no sul do país (Brasil) da família das abóboras.";1
Português (Palavras com origem nativa);M;Maloca;"Do Tupi-Guarani moro-oca = casa de gente.
Casa de residência fixa,onde o indígena vive em comum.";1
Português (Palavras com origem nativa);M;Mameluco;"Do Tupi-Guarani mamai-ruuca = o misturado.
Filho de índio com branco. Mestiço de branco com cariboca. Os primeiros brasileiros.";1
Português (Palavras com origem nativa);M;Mutirão;"DoTupi-Guarani pitibõ, popitibõ, picorõ = ajudar.
Auxílio gratuito que prestam uns aos outros os membros de uma determinada comunidade, reunindo-se todos em proveito ou de um de seus membros, ou de todos, como no caso, por exemplo, da implementação de obra(s) de infra-estrutura.";1
Português (Palavras com origem nativa);M;Moponga;Moponga: mu'põga - Pescaria em que se bate na água, com uma vara ou com a mão, para que os peixes sejam desviados para uma armadilha - mupunga - batição.;1
Português (Palavras com origem nativa);M;Macaba;"Do Tupi Guarani ma (ibá) = fruto; caba = gorduroso; => ""Fruto gorduroso"".
Nome popular de várias espécies de palmeiras, o mesmo que bacaba.";1
Português (Palavras com origem nativa);M;Macro-Jê;Macro-Jê -  é um tronco linguístico cuja constituição permanece ainda cercada de dúvidas. Teoricamente estende-se por áreas das regiões Nordeste, Sudeste e Sul, com línguas faladas por muitas tribos indígenas.;1
Português (Palavras com origem nativa);M;Maracatu;"Do Tupi-Guarani maracá-tu = batida de maracá.
Ritmo proveniente da Zona da Mata de Pernambuco, podendo ser de baque solto ou de baque virado, a presença de instrumentos percussivos torna o ritmo frenético.";1
Português (Palavras com origem nativa);M;Mangaratiba;"Do tupi mãga'rá, ""coração"" da bananeira + tyba, ajuntamento
Ajuntamento de mangarás.

Município na Baía de Sepetiba, a 85 quilômetros do Rio de Janeiro
Até o século XVI, as terras que compõem o município eram habitadas pelos índios tupinambás
Mangaratiba é um dos principais acessos à Ilha Grande.";1
Português (Palavras com origem nativa);M;Maracanã;Do Tupi-Guarani paracau-aná = pagagaios juntos.;1
Português (Palavras com origem nativa);M;Marumbi;"Do Tupi-Guarani maru (mberu) = mosca; umbi (unaobi) = preto azul, negro luzente.
Cidade e município do estado do Paraná. Pico na serra da Graciosa (Serra do Mar), entre Curitiba e Paranaguá, talvez o ponto culminante da Serra do Mar,com 1.524 metros de altura. Rio afluente do rio Nhundiaquara, no município de Morretes, no Paraná.";1
Português (Palavras com origem nativa);M;Moóca;"O nome do bairro é de origem indígena. Uma versão aventada é a de que ele teria surgido no século XVI, quando os primeiros habitantes brancos começaram a construir suas casas na região, sob o olhar curioso dos índios, que teriam exclamado Moo-oca!. Numa tradução livre, algo como ""Eles estão fazendo casas!"", de moo, fazer e oca, casa.
Em sentido diverso, o tupinólogo Eduardo de Almeida Navarro sustenta que o nome do distrito se originou do termo tupi mũoka, que significa ""casa de parente"", através da junção dos termos mũ (parente) e oka (casa).";1
Português (Palavras com origem nativa);M;Morumbi;"""Morumbi"" é um termo de origem tupi. Segundo alguns, significa ""colina verde"". Segundo outros, significa ""mosca verde"", através da junção dos termos moru (""mosca"") e mbi (""verde"").";1
Português (Palavras com origem nativa);M;Moji (mogi);"Moji (mogi): é um termo tupi, e significa rio da cobra (M'Boiji).
No Brasil, ainda é corrente a grafia arcaica, Mogi, apesar de ter sido alterada já pelo Formulário Ortográfico de 1943, o qual recomenda o uso da letra J para palavras de origem indígena ou africana. Ao longo dos anos, a grafiaM'Boijy foi alterada para Boigy, depois para Mogy, Mogi e finalmente para Moji.";1
Português (Palavras com origem nativa);M;Marajoara;"Marajoara é relativo à ilha de Marajó - Mibaraió em tupi = o anteparo do mar.
A ilha de Marajó fica no encontro do Rio Amazonas com o mar
Marajoara é o nome dos habitantes da ilha de Marajó.
Do ano 400 dC a 1400  os marajoaras desenvolveram peças de cerâmica muito resistentes e bonitas.

cerâmica marajoara antiga

cerâmica marajoara atual

A tradição da cerâmica marajoara segue até hoje, com peças pintadas principalmente de vermelho e preto sobre fundo claro
O grafismo marajoara pode ser visto em roupas, bolsas e até tatuagens

símbolos da arte marajoara

<a href=""http://pt.wikipedia.org/wiki/Marajoaras"">Marajoaras</a>

O cacicado marajoara foi uma forma de organização intermediária entre a aldeia (típica dos índios de hoje) e um estado nos moldes europeus. Várias aldeias eram governadas por um cacique, e esse cacique, e outros, obedecem a um chefe superior. O cacicado fala de uma civilização amazônica mais desenvolvida que as aldeias de hoje. A chegada dos europeus teria acabado com os cacicados e feito os índios viverem em aldeias isoladas
<a href=""http://pt.scribd.com/doc/54741045/A-base-ecologica-dos-cacicados-amazonicos""></a>";1
Português (Palavras com origem nativa);M;Mongaguá;"O topônimo Mongaguá origina-se da denominação dada pelos indígenas que na região viviam e batizaram o local de ""Mongaguá"" — que em tupi significa ""Águas Pegajosas""";1
Português (Palavras com origem nativa);M;Mantiqueira;"Do Tupi-Guarani amana = chuva; tiquera = gotejar; => chuva que goteja.
Montanha que chora ou serra que chora.

Nome dado pelos indígenas que habitavam a região, talvez pela grande quantidade de cascatas, pequenas cachoeiras que descem pelas encostas formando no Vale do Paraíba uma grande quantidade de pequenos rios, afluentes do rio Paraíba que corta três estados São Paulo, Minas e Rio de Janeiro onde deságua no Atlântico.";1
Português (Palavras com origem nativa);M;Moacir;"A origem do nome Moacir é o tupi mbo'a'su ira, que junta duas palavras tupis, mbo'a'su, que significa ""dor"" ou ""fazer doer"", eira, que quer dizer ""saído de"".

Moacir é um dos nomes indígenas mais populares no Brasil, e tem como principal variante o nome Moacyr.";1
Português (Palavras com origem nativa);M;Moema;"Moema é um nome próprio, feminino, de origem tupi,
também usado como nome de lugares: um bairro de São Paulo e uma região do Alto São Francisco, Minas Gerais

Existem duas versões para o significado de Moema.
As duas remetem a uma índia tupinambá da época do descobrimento

Moema e Paraguaçu eram filhas de Taparica e moravam na aldeia onde hoje é a cidade de Salvador, Bahia

Um dia os tupinambás acham um português (Diogo Álvares Correia) nas pedras do Rio Vermelho e dão o nome de Caramuru.
Caramuru casa-se com Paraguaçu.

Em muitos povos tupis, o homem casa-se com a família da mulher. Em alguns povos é aceito o homem ter relações sexuais com a(s) irmã(s) da sua mulher.

Pacificando o branco:
cosmologias do contato no Norte-Amazônico, Bruce Alberts, Alcida Rita Ramos

Moema, segundo o relato da época romântica, apaixona-se pelo marido da irmã. No filme Caramuru - A invenção do Brasil, de Guel Arraes (roteiro de Guel Arraes e Jorge Furtado), Moema, Paraguaçu e Caramuru vivem anos como um ""casal de 3"", felizes e sensuais nas praias da Bahia

Depois de 4 décadas negociando pau-brasil com vários países europeus, Diogo vai para a França e leva Paraguaçu.

Diz a lenda que Moema tenta seguir o navio
a nado.
Não aguenta e morre sem fôlego, exaurida.
Dicionário Onomástico Etimológico da Língua Portuguesa,
de José Pedro Machado

Segundo Clóvis Chiaradia, no Dicionário de Palavras Brasileiras de Origem Indígena, mo-ema significa mentira.";1
Português (Palavras com origem nativa);M;Mandacaru;"Do Tupi Guarani manda-caru = molho-comestível.
Planta da familia das cactáceas, muito comun no nordeste brasileiro.
Citada na canção ""O xote das meninas"" de Luiz Gonzaga

""Mandacaru quando ""fulora"" na serra
É o sinal que chuva chega no sertão
Toda menina que enjoa da boneca
É sinal de que o amor já chegou ao coração

Ela só quer só pensa em namorar
Ela só quer só pensa em namorar...""

<a href=""https://youtu.be/zT8y4brLke0""></a>";1
Português (Palavras com origem nativa);M;Mureru;"Designação comum a aguapés (plantas aquáticas), principalmente à espécie Cabomba aquatica, de látex leitoso que contém ácido oxálico; também chamada mururé-redondinho e mururé-d'água.";1
Português (Palavras com origem nativa);M;Manaós;Manaó: Também chamado manau, tribo do ramo aruaque que habitava a região do rio Negro, e que deram origem ao nome da cidade de Manaus, capital do estado do Amazonas.;1
Português (Palavras com origem nativa);M;Morená;"Morená - Povo indígena  Mÿrená (Morená) / Kamaiurá
Brasil / Mato Grosso / Sinop
Aldeia Morená
Próxima aos rios Ronuro, Tamitatoala e Kuluene (rio Xingu), a leste.
http://wikimapia.org

Aldeia de índios Kamaiurá no Xingu
http://pt.wikipedia.org/wiki/Kamaiurá

As crianças colocam roupa apenas quando vão para a escola da aldeia. Aprendem língua do branco e língua kamayurá.
causosdeviajante.blogspot.com.br/2011/11/kamayura-karaiwa.html
Alimentam-se de beiju e mingau,
da mandioca que cultivam na aldeia,
mandioca cozida com pimenta,
batata-doce, peixes, aves32,  taioba, grãos,
frutas nativas da região.
O mel de abelhas é muito apreciado
Os índios Kamaiurá participam do Kuarup
http://pt.wikipedia.org/wiki/Quarup";1
Português (Palavras com origem nativa);M;Mamoré;Mamoré - Índios do alto Amazonas, do grupo Tupi que deram o nome ao rio que corre pelos territórios da Bolívia e do Brasil.;1
Português (Palavras com origem nativa);N;Nhambu;"Nhambu - o que corre emergindo  
do tupi T-nam-bu, o que levanta vôo rumorejando.

Ave de cauda e pernas curtas 
Seu canto consiste numa sequência de notas rápidas e descendentes.
Dois tipos de nhambu deram nome à dupla Chitãozinho e Xororó: o nhambu-chitão e o nhambu chororó.
Chitãozinho e Xororó com Sérgio Reis - Youtube

Erva nativa da região amazônica ao RJ, conhecida como Jambu ou agrião-do-Pará. Presente no tacacá, a folha de jambu causa sensação de dormência na boca e tem propriedades analgésicas e antissépticas";1
Português (Palavras com origem nativa);N;Nanuque;"A palavra, que vem do Macro-Jê,  significa literalmente ""Morador da serra"". Outro significado, compreendido pela maioria da população nanuquense, é o ""bugre de cabelos lisos e negros"".

Nanuque (Macro-Jê) é um município brasileiro do estado de Minas Gerais. O nome ""Nanuque"" veio da simplificação da tribo de índios nakneuck, primeiros habitantes do local.";1
Português (Palavras com origem nativa);N;Niterói;"NITERÓI
yterõi = água escondida
y (yg) = água
terõi = escondida
A idéia de água escondida vem da reentrância da baía protegida por colinas de tal modo que só ao penetrar na baía é que se descobre a sua vastidão.";1
Português (Palavras com origem nativa);N;Nhenhenhém;Nhenhenhém: nheë nheë ñeñë, falação, falar muito, tagarelice.;1
Português (Palavras com origem nativa);N;Nheengatu;Nheengatu: nhegatu - língua boa - língua fácil de ser entendida (pelos tupis).;1
Português (Palavras com origem nativa);N;Nina;"NINA: Significa ""menina"", ""protetora da fertilidade e mares"", ""fogo"" ou ""graciosa"".
O nome Nina pode ter diversas origens diferentes. Nina é normalmente usado como diminutivo de nomes com essa terminação, como Antonina e Giannina, de origem italiana.
Nina era também o nome da deusa da fertilidade Assíria e Babilônica, divindade padroeira da cidade de Nínive, mas não se conhece ao certo o significado da palavra. Acredita-se que possa significar ""cativeiro de peixes"", sendo equivalente à deusa-mãe Ishtar.
Outro possível significado pode ter surgido a partir da língua indígena Quíchua, em que Nina significa ""fogo"".
Pode ser também uma variação do espanhol niña, que quer dizer simplesmente ""menina"".
Por fim, o nome também pode ser considerado por alguns como um diminutivo do nome Ana, e assim receberia o significado de ""graça"" ou ""graciosa"" que esse nome hebraico tem.
Uma das personalidades mais populares com este nome é a cantora, compositora, pianista e ativista pelos direitos humanos, Nina Simone.
No Brasil, Nina é um nome feminino comum.";1
Português (Palavras com origem nativa);N;Nambiquara;"Nanbiquara: fala inteligente, de gente esperta.
Tribo do Mato Grosso (pauetê-nanbiquara - baquara - biquara).";1
Português (Palavras com origem nativa);O;Oiapoque;"Do Tupi Guarani oia-poc = o que explode ao abrir-se.
Nome de uma cidade município e de um rio que banha o estado do Amapá. Em seu trajeto também é chamado de Iaopoco e Iapoc. Entre os séculos XVI e XVIII, foi chamado de ""rio de Vicente Pinzón¨, em homenagem ao navegador espanhol, que teria descoberto sua foz. Nasce na serra do Tumucumaque e vai desaguar no oceano Atlântico. Ao longo do seu percurso delimita a fronteira do Brasil com a Guiana Francesa.";1
Português (Palavras com origem nativa);O;Oca;Oca:  Do tupi guarani oca - cobrir, tapar, roca - casa do bicho. cabana indígena.;1
Português (Palavras com origem nativa);O;Oribici;"Oribici - Folclore. India apaixonada pelo seu cacique que tomou outra por esposa; ela tanto chorou que formou uma fonte e um córrego; Tupã, a seu pedido, transformou-a em passarinho (Uirapuru) que passou a viver nas matas.";1
Português (Palavras com origem nativa);O;Oapixana;Tribo do ramo aruaque do alto rio Branco (RR), nas fronteiras com a Guiana.;1
