LINGUA;Inicial;Palavra;SIGNIFICADO;Número de registros
Português (Palavras com origem nativa);C;Camaquã;Dentre os diversos significados dados ao município de Camaquã o mais adequado segundo o autor Antonio Cândido Silveira Pires é o de rio correntoso ou rio forte. Camaquã vem de Icabaquã e na língua tupi-guarani I significa rio, água e Cabaquã quer dizer velocidade, correnteza. Então podemos concluir que o nome do município vem do rio Camaquã que passa na cidade.;1
Português (Palavras com origem nativa);C;Canutama;"A denominação Canutama procede, segundo antigos habitantes, do fato de um índio de Tapauá vir com outros à viração de tartarugas e tracajás, e ai ter cortado o pé, exclamando: Canutama, Canutama, que tem por significado ""pé cortado”.";1
Português (Palavras com origem nativa);C;Capão;"Do tupi caa(ka'a) = ""mata"" e pa'um = ""intervalo"".
Local dentro da mata onde homens e mulheres podem ficar em pé a realizar suas atividades. O capão pode ser uma configuração da floresta, com poucas árvores, ou ""aberto"" por humanos, retirando árvores para obter um espaço;
O Vale do Capão, na Chapada Diamantina, Bahia, era habitado por índios Maracás e Cariris.";1
Português (Palavras com origem nativa);C;Capivari;"Do tupi-guarani capivar-I = rio das capivaras.
Povoado do litoral oriental da ilha de Santa Catarina;
Município do estado de São Paulo.";1
Português (Palavras com origem nativa);C;Carioca;"(kari'oka) - kari`= branco; oka = casa. Casa do branco.
Quem nasceu na Cidade do Rio de Janeiro. Tem sua origem por causa do rio carioca que banha a cidade. Alguns dizem ser mais que isto, ser carioca é um estado de espírito.";1
Português (Palavras com origem nativa);C;Copacabana;"A palavra Copacabana é de origem quechua, e significa ""olhando o lago"". A palavra original é kupa kawana.

A Virgem de copacabana foi talhada por um índio chamado Tito Yupanqui, nos anos 1600. A imagem, chamada de Nossa Senhora Candelária, foi colocada na margem do lago Titicaca, onde permanece até os dias de hoje. O povo indígena da região começou a chamá-la de Nossa Sra. Copacabana, ""aquela que olha o lago"". Quando uma réplica foi trazida para Rio no final do século17, por um comerciante português, já chegou com o novo nome, batizando a Freguesia da praia do Forte, de freguesia de Copacabana. Hoje é uma praia e um bairro de Rio de Janeiro.";1
Português (Palavras com origem nativa);C;Caacica;Caacica é o nome em tupi da planta (Chenopodium ambrosioides) também conhecida como erva de santa-maria.;1
Português (Palavras com origem nativa);C;Caatiguá;"Possibilidades para o significado de caatiguá:
1) caá-tinga: caá = planta, mato, árvore; nga = branca; => planta, árvore branca;
2) caati(nga); guá por guara => árvore, planta da caatinga
3) caá = planta; atim = ponta; guá = redondo => planta com ponta redonda.";1
Português (Palavras com origem nativa);C;Caaxixá;"A palavra caaxixé vem do Tupi-Guarani: caá = planta; Xi-xá = liso, brilhante.";1
Português (Palavras com origem nativa);C;Cacau;"Do Náhuatle: cacauatl = caroço.
O pó solúvel feito com a semente do cacau é matéria-prima do chocolate;
A palavra cacau é usada informalmente como sinônimo de dinheiro.";1
Português (Palavras com origem nativa);C;Cacau;Tipo de trepadeira;1
Português (Palavras com origem nativa);C;Cacaurana;Arvoreta esterculiácea.;1
Português (Palavras com origem nativa);C;Capim;"Do tupi guarani: caá=folha; pií=fino, delgado.";1
Português (Palavras com origem nativa);C;cará;"Cará – trepadeiras dioscoreádeceas; caranambu, caratinga e inhame.";1
Português (Palavras com origem nativa);C;Cipó;"Do Tupi-Guarani ici = fila; pó = fileira.
Nome genérico de todas as plantas de hastes finas e flexíveis que servem para atar; plantas trepadeiras que pendem das árvores; embira.";1
Português (Palavras com origem nativa);C;cuia;"A palavra vem do Tupi kúia, que é o fruto da árvore kuieté (cuia verdadeira).
Alguns usam cuieté para se referir à cuia.
Vasilha feita com o fruto da cuieira, conhecido como cabaça ou porongo, escolhido cuidadosamente pela forma.
Vasilha arredondada de qualquer material, em que são colocados grãos, água, etc.
A cuia pode ser usada para guardar coisas e também para comer e beber.
A pessoa que se muda ""de mala e cuia"", leva, além das roupas, seu objeto de comer e beber. Vai para longe, não volta logo.
Cumbuca também é uma palavra derivada de kuia. Vem do Tupi kuimbuka (cuia dividida).
Cuiabá vem de cuia.
Há várias versões para a formação da palavra.
Os índios da região eram conhecidos como ""cuiabá"".
Os gaúchos, herdeiros dos guaranis, chamam de cuia o recipiente usado para o chimarrão, independente do material.";1
Português (Palavras com origem nativa);C;Caacuí;"a) do T.G. caá - erva-mate; cuí - farinha, pó (prefoliação);
b) do T.G. caá - erva-mate; cui - por aqui, perto, próximo.";1
Português (Palavras com origem nativa);C;Cajá;"Do Tupi-Guarani: çã = osso; iá = fruta.";1
Português (Palavras com origem nativa);C;Caju;"Do Tupi-Guarani: caá-ju = mato de folhas.
Parte carnosa do fruto do cajueiro, comestível e rica em vitamina ¨C¨, do qual se fazem sucos e doces.";1
Português (Palavras com origem nativa);C;Caiapó;"Caiapó (Kayapó) significa homens semelhantes aos macacos, em grande medida devido a certos rituais que este grupo realiza nos quais são utilizadas máscaras de macaco pelos homens.

Caiapó é uma exonominação que data do início do século XIX e tem origem em outros grupos indígenas circunvizinhos desta etnia. A autonominação dos chamados kayapó é mebêngôkre que significa literalmente ""homens do poço d'água"".";1
Português (Palavras com origem nativa);C;Caingangue;Nome de um grupo indígena que atualmente está totalmente integrado na sociedade nacional. Ocupam áreas nos estados de São Paulo, Paraná,Santa Catarina e Rio Grande do Sul. Antigamnte falavam uma língua do tronco linguístico Jê, mas atualmente falam o português.;1
Português (Palavras com origem nativa);C;Carajás;"Carajás - (também karajás) são um grupo indígena que falam uma língua alocada ao tronco linguístico macro-jê, que também inclui as famílias jê e maxacali. Os carajás habitam a região do rio Araguaia desde que deles se tem notícia.

Também nome de uma serra, no sudeste do estado do Pará, anteriormente habitada por índios karajás e kayapós onde existe onde existe atualmente um grande complexo minerário de onde se extraio minério de ferro, manganês, zinco, níquel e outros minerais.";1
Português (Palavras com origem nativa);C;Carijó;"Carijó: procedente do branco - mestiço, como o galináceo de penas salpicadas de branco e preto - caboclo.

Antiga denominação da tribo indígena guarani, habitante da região situada entre a lagoa dos Patos (RS) e Cananéia (SP).";1
Português (Palavras com origem nativa);C;Crenaque;"Crenaque - (krenak). Nome de uma tribo indígena que habitava toda a região do Vale do Rio Doce, no estado de Minas Gerais e atualmente vive em uma pequena reserva no município de Resplendor (MG). Falam uma língua do tronco macro-Jê. Foram chamados pelos portuguêses de Aimorés.

Aílton Krenak é o nime de um lider indígena.";1
Português (Palavras com origem nativa);D;Dhuí;"Nome de um índio, personagem da ""Lenda da Vila Velha"".
Dhuí: A Lenda da Vila Velha
A Taça
Foto: Família Muller

“Itacueretaba"", antigo nome do local onde hoje conhecemos Vila Velha, significa - cidade extinta de pedras. Este recanto foi escolhido pelos primitivos habitantes para ser Abaretama, “Terra dos Homens” onde esconderiam o Tesouro Itanhareru.
Tendo a proteção de Tupã, o tesouro era cuidadosamente vigiado pelos Apiabas, varões escolhidos entre os melhores homens de todas as tribos.
Os Apiabas desfrutavam de todas as regalias, porém era lhes vedado o contato com as mulheres. A tradição dizia que as mulheres, estando de posse do segredo de Abaretama, o revelariam aos quatros ventos e chegando a notícia aos ouvidos dos inimigos, estes tomariam o tesouro para si. Se o tesouro fosse perdido, Tupã deixaria de resguardar o seu povo e lançaria sobre eles as maiores desgraças.
Dhuí (Luis), fora escolhido chefe supremo dos Apiabas, entretanto, não desejava seguir esse destino, pois tratava-se de um Chunharapixara (mulherengo).
As tribos rivais ao terem conhecimento do fato, escolherem a bela Aracê Poranga (Aurora da Manhã) para tentar seduzir o jovem guerreiro e tomar–lhe o segredo do tesouro. A escolhida logo conquistou o coração de Dhuí. Numa tarde primaveril Aracê veio ao encontro de Dhuí trazendo uma taça de Urucuri (licor de butiás) para embebedá-lo, no entanto, o amor já havia tomado conta de seu coração não conseguindo assim completar a traição.
Decidiu então tomar a bebida junto com seu amado, e os dois se amaram a sombra de um Ipê.
Tupã descobriu a traição de seu guerreiro e furioso provocou um terremoto sobre toda a região.
A antiga planície fora transformada em um conjunto de suaves colinas, Abaretama transformou-se em pedra. O solo rasgou-se em alguns pontos dando origem as Furnas.";1
Português (Palavras com origem nativa);D;Douradoquara;"a) palavra híbrida do português: dourado + do Tupi-Guarani: quara= cova, buraco.
Cidade e município de MG, Zona do alto Paranaíba.";1
Português (Palavras com origem nativa);D;Dueré;"1) cidade e município de TO, Zona do Norte Goiano;
2) afluente da margem direita do Formoso, que o é do braço menor do Araguaia ou Javaés, TO.";1
Português (Palavras com origem nativa);D;Durandé;Cidade e município de MG, Zona da Mata.;1
Português (Palavras com origem nativa);D;Demerara;"1) variedade de cana-de-açúcar;
2) rio da Guiana.";1
Português (Palavras com origem nativa);D;Damiana;De uma língua do México (Aur).;1
Português (Palavras com origem nativa);D;Deni;Tribo indígena aruaque, que vive pelos igarapés do vale do rio Cunhuã, entre as desembocaduras dos rios Xiruã e Pauini, no AM. Somam cerca de 300 pessoas, e os primeiros contatos com a sociedade nacional ocorreram na década de 60.;1
Português (Palavras com origem nativa);E;Embaré;"a) Do Tupi-Guarani mbaé-are = coisa perdida, caída, retida;
b) Do Tupi-Guarani mbaé-ré = o que é saboroso;
c) Do Tupi-Guarani iba-ré = a árvore diferente ou saborosa.

Nome indígena da praia da barra de Santos, SP.";1
Português (Palavras com origem nativa);E;Embiruçu;"a) Do Tupi-Guarani: mbir-uçu = a embira grande;
b) Do Tupi-Guarani: ibira-uçu = árvore de muita estopa.";1
Português (Palavras com origem nativa);E;Embuá;"Do Tupi-Guarani: ambo-ã = os pelos erguidos.
Miriápodes júlidas e polidésmidas.";1
Português (Palavras com origem nativa);E;Enxu;Do Tupi-Guarani ei(ra)-Xu = abelha negra.;1
Português (Palavras com origem nativa);E;Echaporã;Do Tupi-Guarani eça-porã = vista bonita, bela vista.;1
Português (Palavras com origem nativa);E;Emboraí;"a) Do Tupi-Guarani: mbora = mancha + i = sufixo para água, fluir.
Vila e distrito do município de Augusto Correia, PA; rio com barra no Atlântico, no município de Augusto Correia, PA; baía de - no município de Augusto Correia, PA.";1
Português (Palavras com origem nativa);E;Entre-Ijuís; Ijuí-y = rio da espuma.;1
Português (Palavras com origem nativa);E;Erechim;Do Kaingáng (Jê) erê-xim = campo pequeno.;1
Português (Palavras com origem nativa);E;Exu;"Do Tupi-Guarani ei-xu = a abelha negra.
Cidade e município de PE, Zona do Araripe;
Afluente do Brígida, PE;
Serra do - no município de Buriti Bravo, MA;
Serra do - entre os rios Ipanema e Moxotó, PE.";1
Português (Palavras com origem nativa);E;Ecoporanga;"a) Do Tupi-Guarani ecó-poranga = Virtude; 
b) Palavra híbrida do português eco e do Tupi-Guarani poranga = bonito";1
Português (Palavras com origem nativa);E;Eirunepé;"Do Kulína (Arawá) eiru-nepé = os filhos da barata.
Eirunepé - ex-João Pessoa e primitiva São Felipe; cidade e município do AM, Zona do Rio Juruá; surgiu do seringal Eiru.";1
Português (Palavras com origem nativa);E;Embaú;"1) emba-u = o beber da bica, a bica
2) mbá-u = a última aguada
3) mbaú = a comida, a bebida.

Garganta da serra da Mantiqueira por onde passavam os bandeirantes de SP para MG;
Afluente do Paraíba do Sul, no município de Cruzeiro, SP;
Guarda do Embaú é uma das praias mais belas de Santa Catarina.";1
Português (Palavras com origem nativa);E;Embu;Cidade e município de SP, Zona de Paranapiacaba.;1
Português (Palavras com origem nativa);E;Embu-guaçu;"Do Tupi-Guarani embu-guaçu = embu grande, boi grande.
Cidade e município de SP, Zona de Paranapiacaba;
Ribeirão nesse município.";1
Português (Palavras com origem nativa);E;Embu-mirim;Do Tupi-Guarani embu-mirim = embu pequeno, boi pequeno;1
Português (Palavras com origem nativa);E;Erebango;"Do Kaingang (Jê) erê = campo; bango ou buongue = grande; o campo grande.";1
Português (Palavras com origem nativa);E;Erepecu;Lago na margem esquerda do Trombetas, PA.;1
Português (Palavras com origem nativa);E;Ererê;"Do Tupi-Guarani ererê = a marreca.
Município do CE, Zona do Pereiro; igarapé afluente do Jurupari, no município de Feijó, AC ; localidade no município de Monte Alegre, PA; afluente da margem esquerda do Negro, no município de Barcelos, AM; afluente da margem direita do Juruá, no município de Carauari, AM.";1
Português (Palavras com origem nativa);E;Espigão Alto do Iguaçu;Iguaçu = água (rio) grande;1
Português (Palavras com origem nativa);E;Estrela do Indaiá;ver Indaiá;1
Português (Palavras com origem nativa);E;Emburi;"Emburi - tipo de palmeira. buri (Polyandrococos candescens); ariri (Diplothemium campestre).";1
Português (Palavras com origem nativa);E;Epadu;Planta de onde se colhem as folhas de coca;1
Português (Palavras com origem nativa);F;Fulô;"Flor.
FULÔ: Flor do português flor
Os falantes de tupi (e seus descendentes)
tem dificuldade para falar ""fl""e ""or"".
Amor é pronunciado amô, senhor vira sinhô.
Na cultura do interior do nordeste a influência do tupi é grande. E flor é fulô
<a href=""http://www1.folha.uol.com.br/fsp/opiniao/fz2007200309.htm"">fulô</a>
""Pisa na fulô"" é um clássico do forró.
A letra de João do Vale tem duplo sentido sexual:
""Pisa na fulô, não maltrata o meu amô""
No ""Xote das Meninas"" ""mandacaru fulora na cerca"".
Fulô gerou o verbo ""fulorar"", florescer
O grupo ""Comadre Fulôzinha"" canta ""Minha Fulô"",
de Luiz Gonzaga e Zé Dantas:
""As fulô do meu sertão, são bunita, são cheirosa...""
Um dos nomes para flor em tupi é manacá
<a href=""http://www.plantasquecuram.com.br/ervas/manaca.html#.UdDBhj5NZKo"">Manacá</a>";1
